Account Manager,Sold To ID,Sold To Name,Ship To ID,Ship To ID.1,Ship To City,Street Address,State,Ship To Zip Code,Full Address,Ship To Trans. Zone,Latitude,Longitude,Route Name,Day,Total Orders,Total Deliveries,Avg. Deliveries,Avg. Lines,Avg. Revenue,Total Revenue,Avg. GP,Total GP,Quantity,Margin
Open S. NJ (0000143012),246073,PSEG Public Service Elec & Gas,430839,"PSEG - ""Materials Center""",Hancocks Bridge,1 Alloway Creek Neck Rd,NJ,8038,"1 Alloway Creek Neck Rd Hancocks Bridge, NJ 08038",1430006,39.4899,-75.46863,D,Tuesday,7,15,2.142857143,5,2306.348571,16144.44,949.9071429,6649.35,430,0.411866252
Paul Carberry (0000143018),245917,UTI Universal Technical Instit,431926,UTI Universal Technical Instit,EXTON,750 Pennsylvania Dr,PA,19341,"750 Pennsylvania Dr EXTON, PA 19341",1430013,40.071077,-75.686532,C,Monday/Thursday,11,17,1.545454545,1.272727273,1337.06,14707.66,295.1472727,3246.62,226,0.220743477
Chris Gifuni (0000143020),244228,Florence Township Board of Ed,432021,Riverfront School,Florence,500 E Front St,NJ,8518,"500 E Front St Florence, NJ 08518",1430017,40.119074,-74.79654,A,Monday,7,10,1.428571429,7.285714286,2993.752857,20956.27,1030.921429,7216.45,563,0.34435756
John Carberry (0000143015),245339,Tropicana Casino Resorts,432455,Tropicana Receiving Dept.,Atlantic City,Morris Ave & The Boardwalk,NJ,8401,"Morris Ave & The Boardwalk Atlantic City, NJ 08401",1430012,39.354581,-74.448654,E,Wednesday,10,12,1.2,1.1,1222.326,12223.26,360.038,3600.38,328,0.294551535
Paul Carberry (0000143018),263742,FMS VA-1 542,433003,V.A. Medical Hospital,Coatesville,1400 Blackhorse Hill Rd,PA,19320,"1400 Blackhorse Hill Rd Coatesville, PA 19320",1430013,39.997748,-75.797452,C,Monday/Thursday,7,7,1,1,97.61142857,683.28,21.83142857,152.82,11,0.223656481
Chris Gifuni (0000143020),244232,North Hanover Township Schools,433841,Maintenance Bldg. - NHTS,Wrightstown,46 Schoolhouse Rd,NJ,8562,"46 Schoolhouse Rd Wrightstown, NJ 08562",1430017,40.073665,-74.5887,A,Monday,10,17,1.7,1.9,2899.595,28995.95,775.339,7753.39,691,0.267395619
Chuck Lutes (0000143024),244054,New Hope-Solebury School Distr,434258,New Hope-Solebury High School,New Hope,182 W Bridge St,PA,18938,"182 W Bridge St New Hope, PA 18938",1430003,40.36593,-74.95919,A,Tuesday,27,34,1.259259259,3.074074074,1215.975185,32831.33,398.7951852,10767.47,542,0.327963259
Chuck Lutes (0000143024),244054,New Hope-Solebury School Distr,434259,New Hope-Solebury Middle Schoo,New Hope,182 W Bridge St,PA,18938,"182 W Bridge St New Hope, PA 18938",1430003,40.36593,-74.95919,A,Tuesday,9,14,1.555555556,2.666666667,1350.508889,12154.58,461.55,4153.95,176,0.341760061
Chuck Lutes (0000143024),244054,New Hope-Solebury School Distr,434260,New Hope-Solebury Upper Elem S,New Hope,186 W Bridge St,PA,18938,"186 W Bridge St New Hope, PA 18938",1430003,40.367624,-74.959008,A,Tuesday,8,13,1.625,3.25,1727.44125,13819.53,580.2825,4642.26,263,0.335920252
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,434667,Skippack Elementary,Collegeville,4081 Heckler Rd,PA,19426,"4081 Heckler Rd Collegeville, PA 19426",1430016,40.214331,-75.418256,C,Wednesday,12,16,1.333333333,1.916666667,868.9508333,10427.41,247.645,2971.74,273,0.28499311
Chris Gifuni (0000143020),246328,Sterling Regional High School,434909,Sterling Regional High School,Somerdale,501 S Warwick Rd,NJ,8083,"501 S Warwick Rd Somerdale, NJ 08083",1430011,39.849906,-75.032673,A,Thursday,25,40,1.6,3.2,1972.9372,49323.43,595.5588,14888.97,904,0.301864043
David Smith (0000143023),243833,Kenneth G. Lilly Fasteners,436260,Kenneth G. Lilly Fasteners,Newark,855 Dawson Dr,DE,19713,"855 Dawson Dr Newark, DE 19713",1430007,39.652189,-75.724392,D,Friday,6,8,1.333333333,2.333333333,764.4083333,4586.45,362.855,2177.13,54,0.474687394
Leianne Krotec (0000143021),245952,"CC - TLC Cleaning Services, In",437511,Supplee Presbyterian Church,Maple Glen,855 E Welsh Rd,PA,19002,"855 E Welsh Rd Maple Glen, PA 19002",1430013,40.176082,-75.176591,C,Monday/Thursday,12,14,1.166666667,2.333333333,175.82,2109.84,54.82666667,657.92,62,0.311834073
David Smith (0000143023),242914,Appoquinimink School District,437513,Bunker Hill Elementary School,MIDDLETOWN,1070 Bunker Hill Rd,DE,19709,"1070 Bunker Hill Rd MIDDLETOWN, DE 19709",1430018,39.455522,-75.744101,D,Thursday,7,17,2.428571429,9.428571429,1817.165714,12720.16,565.0914286,3955.64,514,0.310974076
Chris Gifuni (0000143020),331288,Buena Regional School District,438780,Buena Regional Middle School,Buena,175 Weymouth Rd,NJ,8310,"175 Weymouth Rd Buena, NJ 08310",1430012,39.53527,-74.91764,E,Wednesday,12,22,1.833333333,3.5,2400.249167,28802.99,737.5858333,8851.03,721,0.307295527
Leianne Krotec (0000143021),244080,North Penn School District,440865,Pennfield Middle School,Hatfield,726 Forty Foot Rd,PA,19440,"726 Forty Foot Rd Hatfield, PA 19440",1430019,40.272835,-75.311076,C,Tuesday,10,14,1.4,1.9,282.602,2826.02,111.251,1112.51,37,0.393666711
John Carberry (0000143015),285015,Central Regional School Distri,441294,Central Regional High School,Bayville,509 Forest Hills Pkwy,NJ,8721,"509 Forest Hills Pkwy Bayville, NJ 08721",1430017,39.891701,-74.20424,A,Monday,14,18,1.285714286,2.642857143,3285.752857,46000.54,1022.997143,14321.96,837,0.311343302
Tom McKevitt (0000143010),286757,660 Tudor Square Development I,442560,Newtown Commons West Complex,Newtown,642 Newtown Yardley Rd,PA,18940,"642 Newtown Yardley Rd Newtown, PA 18940",1430003,40.227809,-74.920968,A,Tuesday,9,11,1.222222222,4.444444444,778.9844444,7010.86,268.52,2416.68,117,0.344705214
Paul Carberry (0000143018),244969,Kennett Consolidated School,446362,Bancroft Elementary School,Kennett Square,181 Bancroft Rd,PA,19348,"181 Bancroft Rd Kennett Square, PA 19348",1430007,39.84682,-75.752449,D,Friday,13,19,1.461538462,4.461538462,1592.811538,20706.55,535.7176923,6964.33,435,0.336334638
John Carberry (0000143015),244285,Pleasantville Public Schools,448558,Pleasantville Public Schools,Pleasantville,801 Mill Rd,NJ,8232,"801 Mill Rd Pleasantville, NJ 08232",1430012,39.407509,-74.526931,E,Wednesday,12,16,1.333333333,2.583333333,5606.06,67272.72,1968.57,23622.84,600,0.351150362
John Carberry (0000143015),296922,Brigantine Board of Education,449174,Brigantine Board Of Education,Brigantine,301 E Evans Blvd,NJ,8203,"301 E Evans Blvd Brigantine, NJ 08203",1430012,39.411504,-74.364668,E,Wednesday,8,12,1.5,2,1500.87875,12007.03,570.8975,4567.18,93.75,0.380375497
David Smith (0000143023),242914,Appoquinimink School District,449436,Old State Elementary School,Townsend,580 Tony Marchio Dr,DE,19734,"580 Tony Marchio Dr Townsend, DE 19734",1430018,39.436813,-75.651061,D,Thursday,7,15,2.142857143,7,2780.244286,19461.71,702.5185714,4917.63,458,0.252682318
Chris Gifuni (0000143020),298486,Camden's Promise Charter Middl,450163,Knowledge A to Z Charter Schoo,Camden,1725 Park Blvd,NJ,8103,"1725 Park Blvd Camden, NJ 08103",1430011,39.933715,-75.097602,A,Thursday,8,16,2,6.875,1339.53125,10716.25,531.84625,4254.77,232,0.397039076
Bob Carberry (0000143011),245853,Princeton Day School,451388,Princeton Day School Ice Rink,Princeton,600 Great Rd,NJ,8540,"600 Great Rd Princeton, NJ 08540",1430005,40.357712,-74.683361,A,Wednesday,14,17,1.214285714,4.071428571,893.3671429,12507.14,328.6664286,4601.33,186,0.367896258
David Smith (0000143023),305533,Newark Charter High Campus,452079,Newark Charter High School,Newark,200 McIntire Dr,DE,19711,"200 McIntire Dr Newark, DE 19711",1430007,39.65315,-75.787725,D,Friday,6,7,1.166666667,2.333333333,5886.353333,35318.12,1506.861667,9041.17,43,0.255992391
Tom McKevitt (0000143010),301372,100 S. West Associates LLC,452323,100 S. West Associates LLC,Wilmington,300 Water St,DE,19801,"300 Water St Wilmington, DE 19801",1430006,39.73843,-75.555976,D,Tuesday,11,11,1,2.545454545,189.3554545,2082.91,52.05181818,572.57,49,0.274889458
Chris Gifuni (0000143020),301906,Brooklawn Public School Distri,452750,Alice Costello School,Brooklawn,301 Haakon Rd,NJ,8030,"301 Haakon Rd Brooklawn, NJ 08030",1430011,39.878015,-75.118482,A,Thursday,16,26,1.625,4.75,957.97625,15327.62,317.97125,5087.54,449,0.331919763
Matthew Morris (0000142013),301915,HOGAN LEARNING ACADEMY#,452760,HOGAN LEARNING ACADEMY,Fleetwood,73 Lyons Rd,PA,19522,"73 Lyons Rd Fleetwood, PA 19522",1430029,40.457704,-75.748791,K,Monday/Thursday,13,16,1.230769231,5.307692308,591.15,7684.95,270.8092308,3520.52,162,0.458105778
Tom McKevitt (0000143010),245821,Five Ponds Golf Club,454719,Five Ponds Golf Club,Warminster,1225 W Street Rd,PA,18974,"1225 W Street Rd Warminster, PA 18974",1430004,40.218816,-75.115174,A,Friday,10,11,1.1,3.4,443.967,4439.67,135.39,1353.9,72,0.304955098
Chris Gifuni (0000143020),304899,Eastern Camden County Regional,455119,Eastern High School,Voorhees,1401 Laurel Oak Rd,NJ,8043,"1401 Laurel Oak Rd Voorhees, NJ 08043",1430011,39.849523,-74.966871,A,Thursday,25,49,1.96,4.64,2726.7168,68167.92,888.8112,22220.28,1576,0.325963884
Leianne Krotec (0000143021),246237,Upper Dublin School District,455677,Sandy Run Middle School,DRESHER,520 TWINING RD,PA,19025,"520 TWINING RD DRESHER, PA 19025",1430013,40.127847,-75.169947,C,Monday/Thursday,9,14,1.555555556,1.666666667,1412.94,12716.46,552.7722222,4974.95,75,0.391221299
Tom McKevitt (0000143010),274068,Teledyne Judson Technologies,456118,Teledyne Judson Technologies,Montgomeryville,221 Commerce Dr,PA,18936,"221 Commerce Dr Montgomeryville, PA 18936",1430019,40.226613,-75.22756,C,Tuesday,9,10,1.111111111,5.666666667,657.1933333,5914.74,202.6388889,1823.75,111,0.308339842
Chuck Lutes (0000143024),305162,BluePearl Veterinary Partners,456996,BluePearl Veterinary Partners,Levittown,301 Veterans Hwy,PA,19056,"301 Veterans Hwy Levittown, PA 19056",1430004,40.163959,-74.898772,A,Friday,8,8,1,1.125,132.75625,1062.05,38.5825,308.66,16,0.290626618
Tom McKevitt (0000143010),307757,ELMA Electronic Inc.,457721,ELMA Electronic Inc.,Horsham,235 Gibraltar Rd,PA,19044,"235 Gibraltar Rd Horsham, PA 19044",1430004,40.17234,-75.13392,A,Friday,7,7,1,2,313.5528571,2194.87,84.53857143,591.77,48,0.269615057
Leianne Krotec (0000143021),244080,North Penn School District,458350,Hatfield Elementary School,Hatfield,1701 Fairgrounds Rd,PA,19440,"1701 Fairgrounds Rd Hatfield, PA 19440",1430019,40.279731,-75.306882,C,Tuesday,9,9,1,1.555555556,137.4022222,1236.62,62.85555556,565.7,22,0.457456616
Leianne Krotec (0000143021),244080,North Penn School District,458869,Nash Elementary School,Harleysville,1560 Liberty Bell Dr,PA,19438,"1560 Liberty Bell Dr Harleysville, PA 19438",1430015,40.235339,-75.347082,E,Tuesday/Friday,6,6,1,1.333333333,82.00666667,492.04,19.905,119.43,16,0.242724169
Chuck Lutes (0000143024),243238,County of Bucks,459054,Bucks County Justice Center,Doylestown,100 N Main St Fl 2,PA,18901,"100 N Main St Fl 2 Doylestown, PA 18901",1430003,40.312231,-75.131529,A,Tuesday,7,8,1.142857143,1.285714286,225.4571429,1578.2,100.9242857,706.47,30,0.447642884
Tom McKevitt (0000143010),310615,Workspace Property Trust LP,459965,Work Space Property Trust L.P,Horsham,110 Gibraltar Rd,PA,19044,"110 Gibraltar Rd Horsham, PA 19044",1430019,40.17137,-75.130989,C,Tuesday,6,9,1.5,3.5,990.2433333,5941.46,228.6116667,1371.67,134,0.230864131
Tom McKevitt (0000143010),310615,Workspace Property Trust LP,459978,Work Space Property Trust L.P,Horsham,5 Walnut Grove Dr,PA,19044,"5 Walnut Grove Dr Horsham, PA 19044",1430019,40.166903,-75.140625,C,Tuesday,6,11,1.833333333,3.5,1390.526667,8343.16,309.3983333,1856.39,138,0.222504423
Tom McKevitt (0000143010),310615,Workspace Property Trust LP,459982,Work Space Property Trust L.P,Horsham,100 Witmer Rd,PA,19044,"100 Witmer Rd Horsham, PA 19044",1430019,40.164539,-75.136464,C,Tuesday,11,12,1.090909091,2.818181818,1329.724545,14626.97,297.1127273,3268.24,258,0.223439304
Nick Misciagno (0000143017),243122,Central Baptist Church of Wayn,460002,Central Baptist Church of Wayn,Wayne,106 W Wayne Ave,PA,19087,"106 W Wayne Ave Wayne, PA 19087",1430002,40.0446,-75.38776,C,Friday,6,9,1.5,4,499.635,2997.81,197.39,1184.34,63,0.3950684
Tom McKevitt (0000143010),245667,TruMark Financial,460766,TruMark Financial,Fort Washington,335 Commerce Dr,PA,19034,"335 Commerce Dr Fort Washington, PA 19034",1430013,40.13471,-75.198196,C,Monday/Thursday,7,9,1.285714286,5.142857143,1144.401429,8010.81,276.8914286,1938.24,233,0.241953061
Leianne Krotec (0000143021),244080,North Penn School District,461667,A.M. Kulp Elementary School,Hatfield,801 Cowpath Rd,PA,19440,"801 Cowpath Rd Hatfield, PA 19440",1430019,40.266975,-75.277696,C,Tuesday,6,6,1,1.666666667,197.7616667,1186.57,66.36333333,398.18,20,0.33557228
Leianne Krotec (0000143021),246237,Upper Dublin School District,462025,Thomas Fitzwater Elem School,WILLOW GROVE,30 School Ln,PA,19090,"30 School Ln WILLOW GROVE, PA 19090",1430004,40.14154,-75.14492,A,Friday,9,11,1.222222222,2.777777778,1329.632222,11966.69,523.2422222,4709.18,160,0.393524024
Chris Gifuni (0000143020),244674,Medford Township Public School,463491,Milton H Allen School,Medford,24 Allen Ave,NJ,8055,"24 Allen Ave Medford, NJ 08055",1430011,39.897833,-74.827474,A,Thursday,24,35,1.458333333,4.125,511.3854167,12273.25,170.7658333,4098.38,213,0.333927851
David Smith (0000143023),315233,MOT Charter High School,463704,MOT Charter High School,MIDDLETOWN,1275 Cedar Lane Rd,DE,19709,"1275 Cedar Lane Rd MIDDLETOWN, DE 19709",1430018,39.499935,-75.691752,D,Thursday,17,21,1.235294118,1.705882353,1155.124706,19637.12,373.9870588,6357.78,161,0.323763362
Tom McKevitt (0000143010),310615,Workspace Property Trust LP,463918,Workspace Property Trust Thera,Horsham,555 Business Center Dr,PA,19044,"555 Business Center Dr Horsham, PA 19044",1430019,40.168984,-75.14971,C,Tuesday,7,9,1.285714286,3,294.7942857,2063.56,60.55714286,423.9,41,0.205421698
Wood Floor Contractors (0000143025),315622,R B Myers Co LLC CONTRACTOR Ac,464105,R B Myers Co LLC,Lawrenceville,161 Millerick Ave,NJ,8648,"161 Millerick Ave Lawrenceville, NJ 08648",1430003,40.26582,-74.7378,A,Tuesday,6,8,1.333333333,2.666666667,2713.041667,16278.25,681.0066667,4086.04,197,0.25101224
Chris Gifuni (0000143020),244674,Medford Township Public School,465027,Kirby's Mill Elementary School,Medford,151 Hartford Rd,NJ,8055,"151 Hartford Rd Medford, NJ 08055",1430011,39.904858,-74.849068,A,Thursday,19,22,1.157894737,5.473684211,628.6531579,11944.41,207.4415789,3941.39,215,0.329977789
Chris Gifuni (0000143020),244674,Medford Township Public School,465066,Cranberry Pine Elementary,Medford,400 Fairview Rd,NJ,8055,"400 Fairview Rd Medford, NJ 08055",1430011,39.854188,-74.84497,A,Thursday,23,34,1.47826087,4.434782609,624.6695652,14367.4,216.5795652,4981.33,275,0.346710609
Chris Gifuni (0000143020),244674,Medford Township Public School,465067,Taunton Forge,Medford,32 Evergreen Trl,NJ,8055,"32 Evergreen Trl Medford, NJ 08055",1430011,39.880584,-74.844005,A,Thursday,24,33,1.375,2.958333333,449.7220833,10793.33,154.86875,3716.85,222,0.344365455
Leianne Krotec (0000143021),245997,Pennridge School District,467433,Bedminster Elementary,Perkasie,2914 Fretz Valley Rd,PA,18944,"2914 Fretz Valley Rd Perkasie, PA 18944",1430015,40.422778,-75.194889,E,Tuesday/Friday,7,14,2,6.857142857,2553.334286,17873.34,898.7142857,6291,447,0.351976743
Leianne Krotec (0000143021),245997,Pennridge School District,467434,Deibler Elementary,Perkasie,1122 W Schwenkmill Rd,PA,18944,"1122 W Schwenkmill Rd Perkasie, PA 18944",1430015,40.399579,-75.276538,E,Tuesday/Friday,11,23,2.090909091,4,1223.384545,13457.23,401.1409091,4412.55,298,0.327894374
Leianne Krotec (0000143021),245997,Pennridge School District,467450,Guth Elementary,Perkasie,601 N 7th St,PA,18944,"601 N 7th St Perkasie, PA 18944",1430015,40.379044,-75.28805,E,Tuesday/Friday,7,14,2,5,2477.274286,17340.92,853.01,5971.07,318,0.344334095
Leianne Krotec (0000143021),245997,Pennridge School District,467451,Sellersville Elementary,Sellersville,122 W Ridge Ave,PA,18960,"122 W Ridge Ave Sellersville, PA 18960",1430015,40.349645,-75.306591,E,Tuesday/Friday,6,13,2.166666667,3.666666667,1350.981667,8105.89,508.5783333,3051.47,230,0.376450951
Leianne Krotec (0000143021),312114,Transcend Facility Management,467950,Community Health & Dental,Pottstown,351 W Schuylkill Rd,PA,19465,"351 W Schuylkill Rd Pottstown, PA 19465",1430016,40.233919,-75.664898,C,Wednesday,8,14,1.75,5,1479.615,11836.92,360.7,2885.6,278,0.243779632
Leianne Krotec (0000143021),245288,Abington School District,468567,Abington Junior High School,Abington,900 Highland Ave,PA,19001,"900 Highland Ave Abington, PA 19001",1430009,40.11227,-75.13182,E,Monday,6,7,1.166666667,1.5,1231.368333,7388.21,517.6266667,3105.76,66,0.420367044
Nick Misciagno (0000143017),243046,Bryn Mawr College,469218,Bryn Mawr College,Bryn Mawr,101 N Merion Ave,PA,19010,"101 N Merion Ave Bryn Mawr, PA 19010",1430002,40.02729,-75.31547,C,Friday,8,15,1.875,2.75,678.08125,5424.65,168.33875,1346.71,254,0.248257491
Chuck Lutes (0000143024),265838,YMCA of BUCKS,469362,YMCA of Bucks Fairless Hills,Fairless Hills,601 S Oxford Valley Rd,PA,19030,"601 S Oxford Valley Rd Fairless Hills, PA 19030",1430003,40.16704,-74.84451,A,Tuesday,24,28,1.166666667,1.416666667,954.13625,22899.27,232.3620833,5576.69,426,0.243531344
Bob Carberry (0000143011),328336,Hamilton Township School Dist,469954,DISTRICT WAREHOUSE,Hamilton,1700 Bell Ave,NJ,8619,"1700 Bell Ave Hamilton, NJ 08619",1430005,40.23122,-74.7081,A,Wednesday,25,29,1.16,2.04,2893.7852,72344.63,815.592,20389.8,1323,0.281842619
David Smith (0000143023),242914,Appoquinimink School District,470537,Lorewood Grove Elementary Scho,MIDDLETOWN,820 Mapleton Ave,DE,19709,"820 Mapleton Ave MIDDLETOWN, DE 19709",1430018,39.532911,-75.680646,D,Thursday,7,21,3,13.28571429,2223.874286,15567.12,652.2142857,4565.5,630,0.293278397
Leianne Krotec (0000143021),329943,Sunik LLC,470628,Sunik LLC,Wyndmoor,600 E Mermaid Ln,PA,19038,"600 E Mermaid Ln Wyndmoor, PA 19038",1430009,40.077438,-75.18753,E,Monday,13,24,1.846153846,6.846153846,947.8907692,12322.58,273.5976923,3556.77,273,0.288638418
Leianne Krotec (0000143021),325983,Frederick Living,470951,Frederick Living,Zieglerville,2849 Big Rd,PA,19492,"2849 Big Rd Zieglerville, PA 19492",1430016,40.30115,-75.52599,C,Wednesday,11,13,1.181818182,3.272727273,665.3245455,7318.57,157.5154545,1732.67,398,0.236749802
Nick Misciagno (0000143017),251881,BMW of the Main Line,471995,BMW of the Main Line,Bala Cynwyd,225 Bala Ave,PA,19004,"225 Bala Ave Bala Cynwyd, PA 19004",1430002,40.005722,-75.231791,C,Friday,42,58,1.380952381,4.357142857,690.837381,29015.17,246.6219048,10358.12,542,0.356989809
Bob Carberry (0000143011),332281,Ewing Township BOE,472262,Ewing Building & Grounds Dept,Trenton,220 Ewingville Rd,NJ,8638,"220 Ewingville Rd Trenton, NJ 08638",1430005,40.26592,-74.759276,A,Wednesday,25,33,1.32,2.04,3556.944,88923.6,744.2428,18606.07,2268,0.209236581
Matthew Morris (0000142013),240128,FRED BEANS FORD OF BOYERTOWN,472455,FRED BEANS FORD OF BOYERTOWN,Bechtelsville,525 N Route 100,PA,19505,"525 N Route 100 Bechtelsville, PA 19505",1430026,40.350605,-75.628137,K,Monday,10,11,1.1,1.2,696.562,6965.62,248.388,2483.88,19,0.356591373
Leianne Krotec (0000143021),330700,Peachtree Health Group LLC,472748,Peachtree Health Group LLC,Harbeson,26900 Lewes Georgetown Hwy,DE,19951,"26900 Lewes Georgetown Hwy Harbeson, DE 19951",1430008,38.726697,-75.269325,D,Wednesday,36,50,1.388888889,10.52777778,1392.049722,50113.79,486.9388889,17529.8,1253,0.349799925
Tom McKevitt (0000143010),308404,Janitorial Management Inc,474992,Ciocca Audi Allentown,Allentown,4725 Hamilton Blvd,PA,18103,"4725 Hamilton Blvd Allentown, PA 18103",1430015,40.568904,-75.5512,E,Tuesday/Friday,9,13,1.444444444,3.444444444,497,4473,196.9911111,1772.92,157,0.396360385
David Smith (0000143023),296933,Delaware County Intermediate U,479144,Aston,Aston,100 Crozerville Rd,PA,19014,"100 Crozerville Rd Aston, PA 19014",1430001,39.882227,-75.453925,D,Monday,12,14,1.166666667,3.583333333,3307.9425,39695.31,1164.233333,13970.8,145,0.351950898
David Smith (0000143023),296933,Delaware County Intermediate U,479155,Marple,Broomall,85 N Malin Rd,PA,19008,"85 N Malin Rd Broomall, PA 19008",1430002,39.988564,-75.367116,C,Friday,9,11,1.222222222,3.222222222,3473.474444,31261.27,1192.342222,10731.08,268,0.343270763
David Smith (0000143023),296933,Delaware County Intermediate U,479156,Folcroft,Folcroft,701 Henderson Blvd N,PA,19032,"701 Henderson Blvd N Folcroft, PA 19032",1430001,39.892328,-75.279821,D,Monday,7,9,1.285714286,3.428571429,3176.892857,22238.25,934.3057143,6540.14,106,0.294094185
Chris Gifuni (0000143020),242933,Audubon Board of Education,479890,AUDUBON JR-SR HIGH SCHOOL,Audubon,350 Edgewood Ave,NJ,8106,"350 Edgewood Ave Audubon, NJ 08106",1430011,39.884742,-75.076086,A,Thursday,25,40,1.6,5.76,2069.6196,51740.49,729.1152,18227.88,2929,0.352294306
Tom McKevitt (0000143010),341649,BIODEVELOPMENT INC,480252,BioSpectra,Bangor,100 Majestic Way,PA,18013,"100 Majestic Way Bangor, PA 18013",1430015,40.855868,-75.20077,E,Tuesday/Friday,8,8,1,2.625,671.53625,5372.29,244.54375,1956.35,59,0.364155695
John Carberry (0000143015),244487,Caesars Entertainment Corporat,480380,Caesars Atlantic City,Atlantic City,2100 Pacific Ave,NJ,8401,"2100 Pacific Ave Atlantic City, NJ 08401",1430012,39.356286,-74.435967,E,Wednesday,9,13,1.444444444,4.111111111,29764.98111,267884.83,6714.952222,60434.57,103,0.225599076
Nick Misciagno (0000143017),341917,MASONIC VILLAGES OF THE GRAND,480500,MASONIC VILLAGE LAFAYETTE VILL,Lafayette Hill,801 Ridge Pike,PA,19444,"801 Ridge Pike Lafayette Hill, PA 19444",1430013,40.078482,-75.248406,C,Monday/Thursday,24,27,1.125,2.708333333,674.3520833,16184.45,181.8825,4365.18,132,0.269714448
Bob Carberry (0000143011),342142,Holmdel Board of Education,480570,Holmdel High School,Holmdel,36 Crawfords Corner Rd,NJ,7733,"36 Crawfords Corner Rd Holmdel, NJ 07733",1430005,40.382799,-74.179051,A,Wednesday,11,13,1.181818182,3.909090909,1799.490909,19794.4,521.72,5738.92,561,0.289926444
Bob Carberry (0000143011),342142,Holmdel Board of Education,480572,William R Satz Middle School,Holmdel,24 Crawfords Corner Rd,NJ,7733,"24 Crawfords Corner Rd Holmdel, NJ 07733",1430005,40.35705,-74.15395,A,Wednesday,10,12,1.2,5,2240.781,22407.81,637.787,6377.87,612,0.284627101
Bob Carberry (0000143011),342142,Holmdel Board of Education,480580,Indian Hill School,Holmdel,735 Holmdel Rd,NJ,7733,"735 Holmdel Rd Holmdel, NJ 07733",1430005,40.40539,-74.18801,A,Wednesday,9,10,1.111111111,4.444444444,1936.824444,17431.42,535.1266667,4816.14,544,0.276290744
Bob Carberry (0000143011),342142,Holmdel Board of Education,480581,Village Elementary School,Holmdel,67 McCampbell Rd,NJ,7733,"67 McCampbell Rd Holmdel, NJ 07733",1430005,40.345,-74.17029,A,Wednesday,10,13,1.3,4.1,1751.659,17516.59,484.082,4840.82,549,0.2763563
John Carberry (0000143015),286120,County of Atlantic,480713,Meadowview Nursing Home COA,Northfield,235 Dolphin Ave,NJ,8225,"235 Dolphin Ave Northfield, NJ 08225",1430012,39.379934,-74.542323,E,Wednesday,12,23,1.916666667,3.333333333,2901.556667,34818.68,972.3083333,11667.7,250,0.335098861
John Carberry (0000143015),342664,Atlantic Palace Condominium,480927,Royal Suites Housekeeping Patr,Atlantic City,1507 Boardwalk,NJ,8401,"1507 Boardwalk Atlantic City, NJ 08401",1430012,39.35705,-74.426637,E,Wednesday,13,17,1.307692308,3.153846154,1074.357692,13966.65,314.8646154,4093.24,85,0.293072426
Bob Carberry (0000143011),342615,Flemington-Raritan Regional BO,481104,Reading-Fleming Intermediate S,Flemington,50 Court St,NJ,8822,"50 Court St Flemington, NJ 08822",1430003,40.509661,-74.863329,A,Tuesday,10,13,1.3,3,8441.388,84413.88,2779.984,27799.84,1455,0.329327831
Paul Carberry (0000143018),341596,J & T Commercial Cleaning Serv,481112,St Matthew's United Methodist,Wayne,600 Walker Rd,PA,19087,"600 Walker Rd Wayne, PA 19087",1430002,40.081271,-75.421974,C,Friday,6,6,1,2.666666667,741.3816667,4448.29,227.4716667,1364.83,68,0.306821273
David Smith (0000143023),242914,Appoquinimink School District,482350,Crystal Run Elem,MIDDLETOWN,1470 Aviator Way,PA,19079,"1470 Aviator Way MIDDLETOWN, PA 19079",1430018,39.52492,-75.71563,D,Thursday,6,15,2.5,10.33333333,3092.365,18554.19,1063.688333,6382.13,648,0.34397244
Tom McKevitt (0000143010),344577,Churchmans Medical Assoc Condo,482476,Churchman's Medical Assoc. Con,Newark,620 Churchmans Rd,DE,19702,"620 Churchmans Rd Newark, DE 19702",1430007,39.68638,-75.634323,D,Friday,14,20,1.428571429,3.214285714,338.2271429,4735.18,141.7035714,1983.85,74,0.418959786
Bob Carberry (0000143011),243602,Hibbert Group,482653,Hibbert Group,Robbinsville,1100 US Highway 130,NJ,8691,"1100 US Highway 130 Robbinsville, NJ 08691",1430005,40.21279,-74.62422,A,Wednesday,14,17,1.214285714,4.714285714,1863.383571,26087.37,773.5514286,10829.72,328,0.415132687
Leianne Krotec (0000143021),344722,It Takes Philly,482682,Black Doctors Consortium,Philadelphia,2001 W Lehigh Ave,PA,19132,"2001 W Lehigh Ave Philadelphia, PA 19132",1430009,39.996007,-75.164839,E,Monday,12,18,1.5,3.333333333,1710.9375,20531.25,621.8125,7461.75,152,0.36343379
Chuck Lutes (0000143024),265838,YMCA of BUCKS,482919,YMCA - Deer Path,Flemington,144 W Woodschurch Rd,NJ,8822,"144 W Woodschurch Rd Flemington, NJ 08822",1430003,40.555965,-74.844501,A,Tuesday,7,8,1.142857143,1.142857143,564.65,3952.55,-3.588571429,-25.12,82,-0.006355391
