Sold To ID,Sold To Customer,Ship To ID,Ship To Customer,Ship To Address,Ship To City,Ship To State,Ship To Zip,Full Address,Latitude,Longitude,Total Orders,Sold_To_AccountId_Alt,Ship_To_AccountId_Alt,Cluster
202616,PRAIRIE'S EDGE CASINO RESORT,202616,PRAIRIE'S EDGE CASINO RESORT,5616 Prairies Edge Ln,Granite Falls,MN,56241,"5616 Prairies Edge Ln Granite Falls MN, 56241",44.763459,-95.525527,8,202616,202616,0
202617,PROJECT TURNABOUT,202617,PROJECT TURNABOUT,660 18th St,Granite Falls,MN,56241,"660 18th St Granite Falls MN, 56241",44.811746,-95.566082,11,202617,202617,0
229592,RAINBOW INTERNATIONAL,229592,RAINBOW INTERNATIONAL,7 Hillside Ct,Northfield,MN,55057,"7 Hillside Ct Northfield MN, 55057",44.451947,-93.15116,5,229592,229592,16
202601,RENVILLE HEALTH SERVICES,202601,RENVILLE HEALTH SERVICES,205 SE Elm St,Renville,MN,56284,"205 SE Elm St Renville MN, 56284",44.784475,-95.210115,8,202601,202601,0
204131,RICH PRODUCTS CORP.,480234,RICH PRODUCTS CORP.,1218 Highway 10 S,Motley,MN,56466,"1218 Highway 10 S Motley MN, 56466",46.325216,-94.647321,5,204131,480234,4
201441,RIDGEWATER COLLEGE,201441,RIDGEWATER COLLEGE,2 Century Ave SE,Hutchinson,MN,55350,"2 Century Ave SE Hutchinson MN, 55350",44.873121,-94.372059,11,201441,201441,6
200702,RIDGEWATER COLLEGE,401489,RIDGEWATER EAST CAMPUS,2101 15th Ave NW,Willmar,MN,56201,"2101 15th Ave NW Willmar MN, 56201",45.138521,-95.072995,4,200702,401489,0
266696,RIDGEWAY ON 23RD,266696,RIDGEWAY ON 23RD,720 23RD ST N,New Ulm,MN,56073,"720 23RD ST N New Ulm MN, 56073",44.339739,-94.490958,10,266696,266696,18
201725,RIDGEWAY ON GERMAN,201725,RIDGEWAY ON GERMAN,715 S GERMAN ST,New Ulm,MN,56073,"715 S GERMAN ST New Ulm MN, 56073",44.306768,-94.449877,7,201725,201725,18
345229,RIVER LAKES HOCKEY,345229,RIVER LAKES HOCKEY,28780 Koronis Dr,Paynesville,MN,56362,"28780 Koronis Dr Paynesville MN, 56362",45.365748,-94.711621,4,345229,345229,11
202103,ISD# 2909 ROCK RIDGE PUBLIC SC,482645,ROCK RIDGE HIGH SCHOOL,1403 PROGRESS PKWY,Virginia,MN,55792,"1403 PROGRESS PKWY Virginia MN, 55792",47.480769,-92.523212,11,202103,482645,7
340964,ROYAL WASH HOUSE,479977,ROYAL WASH HOUSE,1025 Hwy 7,Hutchinson,MN,55350,"1025 Hwy 7 Hutchinson MN, 55350",44.895686,-94.388687,5,340964,479977,6
346344,ROYALL SCHOOL DISTRICT,346344,ROYALL SCHOOL DISTRICT,1501 ACADEMY ST,ELROY,WI,53929,"1501 ACADEMY ST ELROY WI, 53929",43.752668,-90.27608,4,346344,346344,2
226736,SACRED HEART CARE CENTER,226736,SACRED HEART CARE CENTER,1200 12th Dr SW,Austin,MN,55912,"1200 12th Dr SW Austin MN, 55912",43.656532,-92.991067,8,226736,226736,1
339937,SAFARI ISLAND COMMUNITY CENTER,339937,SAFARI ISLAND COMMUNITY CENTER,1600 Community Dr,Waconia,MN,55387,"1600 Community Dr Waconia MN, 55387",44.835783,-93.819324,4,339937,339937,15
344444,SCANDIHAVEN OF CURA/CURA OF BE,344444,SCANDIHAVEN OF CURA/CURA OF BE,1710 McKinney Ave,Benson,MN,56215,"1710 McKinney Ave Benson MN, 56215",45.314077,-95.60762,5,344444,344444,3
343405,SCHMITT WOODLAND HILLS,343405,SCHMITT WOODLAND HILLS,1400 W Seminary St,Richland Center,WI,53581,"1400 W Seminary St Richland Center WI, 53581",43.33528,-90.401312,7,343405,343405,2
247536,SCHOOL DISTRICT OF LA FARGE,247536,SCHOOL DISTRICT OF LA FARGE,301 W Adams Ct,La Farge,WI,54639,"301 W Adams Ct La Farge WI, 54639",43.57936,-90.639115,5,247536,247536,2
317405,SERENITY ON 7TH,317405,SERENITY ON 7TH,329 7th Ave SE,Saint Joseph,MN,56374,"329 7th Ave SE Saint Joseph MN, 56374",45.559407,-94.307692,4,317405,317405,11
203414,SHOOTING STAR CASINO,203414,SHOOTING STAR CASINO,777 SE Casino Rd,Mahnomen,MN,56557,"777 SE Casino Rd Mahnomen MN, 56557",47.308359,-95.962238,11,203414,203414,19
201698,SIBLEY COUNTY SERVICE CENTER,201698,SIBLEY COUNTY SERVICE CENTER,111 8th St,Gaylord,MN,55334,"111 8th St Gaylord MN, 55334",44.55206,-94.22714,4,201698,201698,6
201723,SLEEPY EYE MEDICAL CENTER,201723,SLEEPY EYE MEDICAL CENTER,400 4th Ave NW,Sleepy Eye,MN,56085,"400 4th Ave NW Sleepy Eye MN, 56085",44.299522,-94.728582,6,201723,201723,18
201982,SOUTHWEST METRO INTERMEDIATE,480053,SOUTHWEST METRO INTERMEDIATE D,4601 Dean Lakes Blvd,SHAKOPEE,MN,55379,"4601 Dean Lakes Blvd SHAKOPEE MN, 55379",44.781914,-93.460353,7,201982,480053,15
201461,ST ANASTASIA CATHOLIC CHURCH S,201461,ST ANASTASIA CATHOLIC CHURCH S,460 Lake St SW,Hutchinson,MN,55350,"460 Lake St SW Hutchinson MN, 55350",44.886043,-94.387319,5,201461,201461,6
279771,ST CLOUD POLICE DEPARTMENT,279771,ST CLOUD POLICE DEPARTMENT,101 11th Ave N,Saint Cloud,MN,56303,"101 11th Ave N Saint Cloud MN, 56303",45.559256,-94.166566,6,279771,279771,11
200555,ST CLOUD TECHNICAL COLLEGE,200555,ST CLOUD TECHNICAL COLLEGE,1540 Northway Dr,Saint Cloud,MN,56303,"1540 Northway Dr Saint Cloud MN, 56303",45.578969,-94.176298,8,200555,200555,11
202023,ST FRANCIS OF THE LAKES SCHOOL,202023,ST FRANCIS OF THE LAKES SCHOOL,817 Juniper St,Brainerd,MN,56401,"817 Juniper St Brainerd MN, 56401",46.360448,-94.19696,4,202023,202023,13
203198,ST JOHN'S LUTHERAN COMMUNITY,203198,ST JOHN'S LUTHERAN COMMUNITY,901 Luther Pl,Albert Lea,MN,56007,"901 Luther Pl Albert Lea MN, 56007",43.656119,-93.390352,7,203198,203198,1
273780,ST JOHNS PREPARATORY SCHOOL,273780,ST JOHNS PREPARATORY SCHOOL,2280 Watertower Rd,Collegeville,MN,56321,"2280 Watertower Rd Collegeville MN, 56321",44.109196,-93.198131,4,273780,273780,1
236794,ST JOHNS UNIVERSITY,236794,ST JOHNS UNIVERSITY,2671 Guild Hall Ct,Collegeville,MN,56321,"2671 Guild Hall Ct Collegeville MN, 56321",45.58022,-94.39535,12,236794,236794,11
303189,ST JOSEPH CATHOLIC CHURCH,303189,ST JOSEPH CATHOLIC CHURCH,315 SW 21st St,Grand Rapids,MN,55744,"315 SW 21st St Grand Rapids MN, 55744",47.21139,-93.535954,4,303189,303189,7
202001,ST JOSEPH CATHOLIC SCHOOL,202001,St Joseph Catholic School,41 E 1st St,Waconia,MN,55387,"41 E 1st St Waconia MN, 55387",44.849551,-93.785731,6,202001,202001,15
200748,ST MARYS SCHOOL,200748,ST MARYS SCHOOL,140 S 10th St,Bird Island,MN,55310,"140 S 10th St Bird Island MN, 55310",44.76835,-94.900115,5,200748,200748,0
200277,ST MARY'S CHURCH,401402,ST MARY'S SCHOOL,210 4th St N,Breckenridge,MN,56520,"210 4th St N Breckenridge MN, 56520",46.264832,-96.589582,7,200277,401402,5
201919,ST PAUL'S LUTHERAN SCHOOL,201919,ST PAUL'S LUTHERAN SCHOOL,126 S Payne St,New Ulm,MN,56073,"126 S Payne St New Ulm MN, 56073",44.307128,-94.46662,6,201919,201919,18
202797,STEELE CO FOUR SEASONS BLDG,202797,STEELE CO FOUR SEASONS BLDG,1525 S Elm Ave,Owatonna,MN,55060,"1525 S Elm Ave Owatonna MN, 55060",44.068025,-93.225645,4,202797,202797,1
202876,STEELE COUNTY ADMIN CENTER,202876,STEELE COUNTY ADMIN CENTER,630 Florence Ave,Owatonna,MN,55060,"630 Florence Ave Owatonna MN, 55060",44.091138,-93.243037,6,202876,202876,1
202624,STEVENS COMMUNITY MEDICAL CENT,202624,STEVENS COMMUNITY MEDICAL CENT,400 E 1st St,Morris,MN,56267,"400 E 1st St Morris MN, 56267",45.58494,-95.905132,12,202624,202624,3
200132,SUPERIOR INDUSTRIES,432900,SUPERIOR INDUSTRIES,315 State Highway 28,Morris,MN,56267,"315 State Highway 28 Morris MN, 56267",45.600901,-95.899405,8,200132,432900,3
202743,TAYLOR CORPORATION,202743,TAYLOR CORPORATION,1725 ROE CREST DR,North Mankato,MN,56003,"1725 ROE CREST DR North Mankato MN, 56003",44.177366,-94.039314,4,202743,202743,18
203268,ISD #2905 TRI-CITY UNITED SCHO,449925,TCU MONTGOMERY ELEM MIDDLE SCH,101 2nd St NE,Montgomery,MN,56069,"101 2nd St NE Montgomery MN, 56069",44.440672,-93.578893,5,203268,449925,15
296283,THE CEDARS OF AUSTIN,296283,THE CEDARS OF AUSTIN,700 1st Dr NW,Austin,MN,55912,"700 1st Dr NW Austin MN, 55912",43.671827,-92.97599,13,296283,296283,1
256879,THE HARBOR AT PEACE VILLAGE,256879,THE HARBOR AT PEACE VILLAGE,300 Faxon Rd N,Norwood Young America,MN,55368,"300 Faxon Rd N Norwood Young America MN, 55368",44.76881,-93.918657,5,256879,256879,15
312045,THE HAVEN AT PEACE VILLAGE,312045,THE HAVEN AT PEACE VILLAGE,600 Railroad Dr,Norwood Young America,MN,55368,"600 Railroad Dr Norwood Young America MN, 55368",44.768975,-93.917309,8,312045,312045,15
201999,THE LUTHERAN HOME BELLE PLAINE,201999,THE LUTHERAN HOME BELLE PLAINE,611 W MAIN ST,Belle Plaine,MN,56011,"611 W MAIN ST Belle Plaine MN, 56011",44.622246,-93.777212,13,201999,201999,15
318010,THE MEADOWS OF WADENA SENIOR L,318010,THE MEADOWS OF WADENA SENIOR L,110 Hemlock Ave NW,Wadena,MN,56482,"110 Hemlock Ave NW Wadena MN, 56482",46.451195,-95.131818,4,318010,318010,4
328846,"THE SANCTUARY AT ST. CLOUD, LP",328846,"THE SANCTUARY AT ST. CLOUD, LP",2410 20th Ave SE,Saint Cloud,MN,56304,"2410 20th Ave SE Saint Cloud MN, 56304",45.534882,-94.123209,15,328846,328846,11
238835,THORNE CREST,238835,THORNE CREST,1201 Garfield Ave,Albert Lea,MN,56007,"1201 Garfield Ave Albert Lea MN, 56007",43.659421,-93.354793,9,238835,238835,1
324935,TINTA WITA TIPI,324935,TINTA WITA TIPI,24240 130th Ave,Welch,MN,55089,"24240 130th Ave Welch MN, 55089",44.595025,-92.771141,4,324935,324935,16
208416,TODD COUNTY AUDITOR TREASURER,403082,TODD COUNTY COURTHOUSE,212 2nd Ave S,Long Prairie,MN,56347,"212 2nd Ave S Long Prairie MN, 56347",45.9722,-94.86137,5,208416,403082,4
203198,ST JOHN'S LUTHERAN COMMUNITY,465159,TOWN CENTER,1861 Eagle View Cir,Albert Lea,MN,56007,"1861 Eagle View Cir Albert Lea MN, 56007",43.671271,-93.391981,7,203198,465159,1
336014,TRI-COUNTY COMMUNITY ACTION PA,336014,TRI-COUNTY COMMUNITY ACTION PA,501 Lemieur St,Little Falls,MN,56345,"501 Lemieur St Little Falls MN, 56345",45.970797,-94.337002,5,336014,336014,4
329903,TURKEY VALLEY COMMUNITY SCHOOL,329903,TURKEY VALLEY COMMUNITY SCHOOL,3219 HIGHWAY 24,JACKSON JUNCTION,IA,52171,"3219 HIGHWAY 24 JACKSON JUNCTION IA, 52171",43.110258,-92.035226,8,329903,329903,14
340090,UNIVERSITY OF MINNESOTA,340090,UNIVERSITY OF MINNESOTA,2900 UNIVERSITY AVE,CROOKSTON,MN,56716,"2900 UNIVERSITY AVE CROOKSTON MN, 56716",47.79953,-96.60827,12,340090,340090,10
319289,USE 347218 OUTLETS AT THE DELL,319289,USE 347218 OUTLETS AT THE DELL,210 GASSER RD,Baraboo,WI,53913,"210 GASSER RD Baraboo WI, 53913",43.574858,-89.786088,4,319289,319289,8
269474,T L SERVICES INC,432582,VA MEDICAL CENTER,4801 Veterans Dr,Saint Cloud,MN,56303,"4801 Veterans Dr Saint Cloud MN, 56303",45.567142,-94.21389,7,269474,432582,11
200921,VALLEY VIEW HOME,200921,VALLEY VIEW HOME,510 E Cedar St,Houston,MN,55943,"510 E Cedar St Houston MN, 55943",43.762561,-91.560297,4,200921,200921,14
339585,VALLEY VIEW RECOVERY CENTER IN,339585,VALLEY VIEW RECOVERY CENTER IN,31591 64th Ave,Cannon Falls,MN,55009,"31591 64th Ave Cannon Falls MN, 55009",44.491233,-92.910453,5,339585,339585,16
208872,VERNON MEMORIAL HOSPITAL,208872,VERNON MEMORIAL HOSPITAL,507 S Main St,Viroqua,WI,54665,"507 S Main St Viroqua WI, 54665",43.551654,-90.888501,11,208872,208872,2
201304,VFW CLUB,201304,VFW CLUB,247 1st Ave SE,Hutchinson,MN,55350,"247 1st Ave SE Hutchinson MN, 55350",44.891335,-94.365487,4,201304,201304,6
341113,Vicki Clouse,341113,Vicki Clouse,401 Grove Ave N,Silver Lake,MN,55381,"401 Grove Ave N Silver Lake MN, 55381",44.906066,-94.194292,4,341113,341113,6
344523,Rink Management Services Corp.,481966,WACONIA ICE ARENA,1250 Oak Ave,Waconia,MN,55387,"1250 Oak Ave Waconia MN, 55387",44.837422,-93.809944,4,344523,481966,15
200553,WACOSA,200553,WACOSA,320 Sundial Dr,Waite Park,MN,56387,"320 Sundial Dr Waite Park MN, 56387",45.542246,-94.221536,4,200553,200553,11
272482,WARRIOR MFG LLC,272482,WARRIOR MFG LLC,1145 5th Ave SE,Hutchinson,MN,55350,"1145 5th Ave SE Hutchinson MN, 55350",44.887608,-94.344859,5,272482,272482,6
336178,WAUNAKEE COMMUNITY SCHOOL DIST,336178,WAUNAKEE COMMUNITY SCHOOL DIST,905 Bethel Cir,Waunakee,WI,53597,"905 Bethel Cir Waunakee WI, 53597",43.180615,-89.435752,12,336178,336178,8
336178,WAUNAKEE COMMUNITY SCHOOL DIST,479610,WAUNAKEE HIGH SCHOOL,301 Community Dr,Waunakee,WI,53597,"301 Community Dr Waunakee WI, 53597",43.183736,-89.45824,4,336178,479610,8
202630,WEST WIND VILLAGE,202630,WEST WIND VILLAGE,1001 Scotts Ave,Morris,MN,56267,"1001 Scotts Ave Morris MN, 56267",45.588095,-95.930968,5,202630,202630,3
236575,WESTBY AREA SCHOOL DISTRICT,236575,WESTBY AREA SCHOOL DISTRICT,206 West Ave S,Westby,WI,54667,"206 West Ave S Westby WI, 54667",43.650681,-90.865939,7,236575,236575,2
202201,WESTERN TECHNICAL COLLEGE,438522,WESTERN TECHNICAL COLLEGE,505 9th St N,La Crosse,WI,54601,"505 9th St N La Crosse WI, 54601",43.8165,-91.24439,15,202201,438522,14
200132,SUPERIOR INDUSTRIES,436245,WESTMOR INDUSTRIES TRUCK SHOP,7 Industrial Blvd,Morris,MN,56267,"7 Industrial Blvd Morris MN, 56267",45.565076,-95.899923,4,200132,436245,3
200641,WILLMAR CIVIC CENTER,200641,WILLMAR CIVIC CENTER,2707 Arena Dr,Willmar,MN,56201,"2707 Arena Dr Willmar MN, 56201",45.148592,-95.006765,4,200641,200641,0
202562,WINDMILL PONDS,202562,WINDMILL PONDS,715 Victor St,Alexandria,MN,56308,"715 Victor St Alexandria MN, 56308",45.884036,-95.35494,10,202562,202562,3
202201,WESTERN TECHNICAL COLLEGE,405391,WTC BLACK RIVER FALLS,24 Fillmore St,BLACK RIVER FALLS,WI,54615,"24 Fillmore St BLACK RIVER FALLS WI, 54615",44.293811,-90.847908,4,202201,405391,14
202201,WESTERN TECHNICAL COLLEGE,403378,WTC SPARTA,11177 COUNTY HIGHWAY A,Sparta,WI,54656,"11177 COUNTY HIGHWAY A Sparta WI, 54656",43.96671,-90.76666,6,202201,403378,2
202380,YELLOW MEDICINE COUNTY COURTHO,202380,YELLOW MEDICINE COUNTY COURTHO,415 9th Ave,Granite Falls,MN,56241,"415 9th Ave Granite Falls MN, 56241",44.809116,-95.545627,4,202380,202380,0
200777,ZION LUTHERAN CHURCH,200777,ZION LUTHERAN CHURCH,504 N Gilman Ave,Litchfield,MN,55355,"504 N Gilman Ave Litchfield MN, 55355",45.131709,-94.518724,5,200777,200777,6
