Account Manager,Sold To ID,Sold To Name,Ship To ID,Ship To ID.1,Ship To City,Street Address,State,Ship To Zip Code,Full Address,Ship To Trans. Zone,Latitude,Longitude,Route Name,Day,Total Orders,Total Deliveries,Avg. Deliveries,Avg. Lines,Avg. Revenue,Total Revenue,Avg. GP,Total GP,Quantity,Margin,Cluster
Brian Deiling (0000142018),285279,MIFFLIN COUNTY SCHOOL DISTRICT,445817,East Derry Elementary School,Lewistown,2316 Back Maitland Rd,PA,17044,"2316 Back Maitland Rd Lewistown, PA 17044",1430038,40.630906,-77.498954,L,Wednesday,12,17,1.416666667,3.083333333,537.895,6454.74,225.9466667,2711.36,104.0,0.420057198,8
Brian Deiling (0000142018),285279,MIFFLIN COUNTY SCHOOL DISTRICT,445819,MIFFLIN COUNTY JUNIOR HIGH,Lewistown,700 Cedar St,PA,17044,"700 Cedar St Lewistown, PA 17044",1430038,40.623237,-77.568104,L,Wednesday,9,13,1.444444444,3.888888889,1397.054444,12573.49,570.9066667,5138.16,153.0,0.408650263,33
Brian Deiling (0000142018),285279,MIFFLIN COUNTY SCHOOL DISTRICT,445820,Mifflin County High School,Lewistown,501 6th St,PA,17044,"501 6th St Lewistown, PA 17044",1430038,40.625082,-77.570041,L,Wednesday,7,12,1.714285714,4.571428571,1706.96,11948.72,675.5671429,4728.97,158.0,0.395772099,22
Brian Deiling (0000142018),285279,MIFFLIN COUNTY SCHOOL DISTRICT,445821,INDIAN VALLEY CENTER,Reedsville,125 Kish Rd,PA,17084,"125 Kish Rd Reedsville, PA 17084",1430038,40.689225,-77.594041,L,Wednesday,9,11,1.222222222,2.333333333,361.9266667,3257.34,151.8044444,1366.24,53.0,0.419434262,24
Brian Deiling (0000142018),285279,MIFFLIN COUNTY SCHOOL DISTRICT,445822,LEWISTOWN INTERMEDIATE SCHOOL,Lewistown,212 Green Ave,PA,17044,"212 Green Ave Lewistown, PA 17044",1430038,40.594165,-77.566211,L,Wednesday,13,15,1.153846154,2.769230769,665.2353846,8648.06,279.0323077,3627.42,81.0,0.419448986,15
Brian Deiling (0000142018),285279,MIFFLIN COUNTY SCHOOL DISTRICT,445823,LEWISTOWN STRODES MILLS ELEMEN,McVeytown,185 Chestnut Ridge Rd,PA,17051,"185 Chestnut Ridge Rd McVeytown, PA 17051",1430038,40.546634,-77.671332,L,Wednesday,9,13,1.444444444,2.111111111,411.1022222,3699.92,181.5511111,1633.96,49.0,0.441620359,24
Paul Carberry (0000143018),244969,Kennett Consolidated School,446362,Bancroft Elementary School,Kennett Square,181 Bancroft Rd,PA,19348,"181 Bancroft Rd Kennett Square, PA 19348",1430007,39.84682,-75.752449,D,Friday,13,19,1.461538462,4.461538462,1592.811538,20706.55,535.7176923,6964.33,435.0,0.336334638,22
Robert Diller (0000142017),239854,DONEGAL SCHOOL DISTRICT#,447723,DONEGAL JUNIOR HIGH SCHOOL,Mount Joy,915 ANDERSON FERRY RD,PA,17552,"915 ANDERSON FERRY RD Mount Joy, PA 17552",1430035,40.09124,-76.51842,P,Tuesday/Friday,13,22,1.692307692,7.0,1723.452308,22404.88,555.2253846,7217.93,523.0,0.322158833,22
Robert Diller (0000142017),239854,DONEGAL SCHOOL DISTRICT#,447724,DONEGAL PRIMARY SCHOOL,Mount Joy,1055 Koser Rd,PA,17552,"1055 Koser Rd Mount Joy, PA 17552",1430035,40.096816,-76.507251,P,Tuesday/Friday,11,28,2.545454545,9.0,3737.758182,41115.34,1276.727273,14044.0,651.0,0.341575675,19
Brian Deiling (0000142018),241255,NEWPORT SCHOOL DISTRICT,448130,NEWPORT ELEMENTARY SCHOOL,Newport,559 N 5th St,PA,17074,"559 N 5th St Newport, PA 17074",1430038,40.483858,-77.139868,L,Wednesday,6,8,1.333333333,2.833333333,730.8766667,4385.26,230.1183333,1380.71,82.0,0.314852483,34
John Carberry (0000143015),244285,Pleasantville Public Schools,448558,Pleasantville Public Schools,Pleasantville,801 Mill Rd,NJ,8232,"801 Mill Rd Pleasantville, NJ 08232",1430012,39.407509,-74.526931,E,Wednesday,12,16,1.333333333,2.583333333,5606.06,67272.72,1968.57,23622.84,600.0,0.351150362,16
Pete Annick (0000142010),269194,PENN STATE HEALTH MS HERSHEY M,448878,MILTON S HERSHEY MEDICAL CENTE,Hershey,500 University Dr,PA,17033,"500 University Dr Hershey, PA 17033",1430035,40.263972,-76.676154,P,Tuesday/Friday,31,34,1.096774194,1.290322581,465.6225806,14434.3,142.1125806,4405.49,182.0,0.305209813,8
John Carberry (0000143015),296922,Brigantine Board of Education,449174,Brigantine Board Of Education,Brigantine,301 E Evans Blvd,NJ,8203,"301 E Evans Blvd Brigantine, NJ 08203",1430012,39.411504,-74.364668,E,Wednesday,8,12,1.5,2.0,1500.87875,12007.03,570.8975,4567.18,93.75,0.380375497,3
Robert Diller (0000142017),239854,DONEGAL SCHOOL DISTRICT#,449185,DONEGAL HIGH SCHOOL,Mount Joy,1025 Koser Rd,PA,17552,"1025 Koser Rd Mount Joy, PA 17552",1430035,40.096472,-76.512858,P,Tuesday/Friday,10,20,2.0,7.3,3858.226,38582.26,1232.981,12329.81,674.0,0.319572,39
David Smith (0000143023),242914,Appoquinimink School District,449436,Old State Elementary School,Townsend,580 Tony Marchio Dr,DE,19734,"580 Tony Marchio Dr Townsend, DE 19734",1430018,39.436813,-75.651061,D,Thursday,7,15,2.142857143,7.0,2780.244286,19461.71,702.5185714,4917.63,458.0,0.252682318,27
Pete Annick (0000142010),241015,MANHEIM TWP SCHOOL SP#,449754,BRECHT ELEMENTARY SCHOOL,Lancaster,1250 Lititz Pike,PA,17601,"1250 Lititz Pike Lancaster, PA 17601",1430025,40.058913,-76.307193,J,Tuesday/Friday,9,17,1.888888889,6.777777778,1211.518889,10903.67,381.4,3432.6,336.0,0.314811435,12
Pete Annick (0000142010),241015,MANHEIM TWP SCHOOL SP#,449766,LANDIS RUN INTERMEDIATE SCHOOL,Lancaster,25 Blue Streak Blvd,PA,17606,"25 Blue Streak Blvd Lancaster, PA 17606",1430024,40.098956,-76.294497,J,Monday/Thursday,6,14,2.333333333,11.33333333,7082.105,42492.63,2094.37,12566.22,1223.917,0.295727047,25
Pete Annick (0000142010),241015,MANHEIM TWP SCHOOL SP#,449771,NEFF ELEMENTARY SCHOOL,Lancaster,21 Valley Rd,PA,17601,"21 Valley Rd Lancaster, PA 17601",1430024,40.100938,-76.304263,J,Monday/Thursday,7,14,2.0,10.71428571,2591.708571,18141.96,-288.92,-2022.44,779.0,-0.111478583,5
Pete Annick (0000142010),241015,MANHEIM TWP SCHOOL SP#,449775,SCHAEFFER ELEMENTARY SCHOOL,Lancaster,875 Pleasure Rd,PA,17601,"875 Pleasure Rd Lancaster, PA 17601",1430025,40.059543,-76.290611,J,Tuesday/Friday,6,16,2.666666667,20.0,3040.361667,18242.17,945.1033333,5670.62,679.0,0.310852273,20
Chris Gifuni (0000143020),298486,Camden's Promise Charter Middl,450163,Knowledge A to Z Charter Schoo,Camden,1725 Park Blvd,NJ,8103,"1725 Park Blvd Camden, NJ 08103",1430011,39.933715,-75.097602,A,Thursday,8,16,2.0,6.875,1339.53125,10716.25,531.84625,4254.77,232.0,0.397039076,33
Robert Diller (0000142017),241188,MUHLENBERG SCHOOL DIST,450409,MUHLENBERG ELEMENTARY CENTER,Reading,610 Sharp Ave,PA,19605,"610 Sharp Ave Reading, PA 19605",1430029,40.392861,-75.921497,K,Monday/Thursday,12,15,1.25,1.666666667,2558.479167,30701.75,718.785,8625.42,409.0,0.280942292,5
Bob Carberry (0000143011),245853,Princeton Day School,451388,Princeton Day School Ice Rink,Princeton,600 Great Rd,NJ,8540,"600 Great Rd Princeton, NJ 08540",1430005,40.357712,-74.683361,A,Wednesday,14,17,1.214285714,4.071428571,893.3671429,12507.14,328.6664286,4601.33,186.0,0.367896258,6
David Smith (0000143023),305533,Newark Charter High Campus,452079,Newark Charter High School,Newark,200 McIntire Dr,DE,19711,"200 McIntire Dr Newark, DE 19711",1430007,39.65315,-75.787725,D,Friday,6,7,1.166666667,2.333333333,5886.353333,35318.12,1506.861667,9041.17,43.0,0.255992391,35
Brian Deiling (0000142018),269353,WILLIAMSPORT AREA SCHOOL DISTR,452133,WILLIAMSPORT AREA SCHOOL DIST,Williamsport,1400 W 3rd St,PA,17701,"1400 W 3rd St Williamsport, PA 17701",1430033,41.237642,-77.036161,P,Wednesday,27,34,1.259259259,3.444444444,2205.381852,59545.31,907.3744444,24499.11,374.0,0.411436434,11
Tom McKevitt (0000143010),301372,100 S. West Associates LLC,452323,100 S. West Associates LLC,Wilmington,300 Water St,DE,19801,"300 Water St Wilmington, DE 19801",1430006,39.73843,-75.555976,D,Tuesday,11,11,1.0,2.545454545,189.3554545,2082.91,52.05181818,572.57,49.0,0.274889458,0
Chris Gifuni (0000143020),301906,Brooklawn Public School Distri,452750,Alice Costello School,Brooklawn,301 Haakon Rd,NJ,8030,"301 Haakon Rd Brooklawn, NJ 08030",1430011,39.878015,-75.118482,A,Thursday,16,26,1.625,4.75,957.97625,15327.62,317.97125,5087.54,449.0,0.331919763,23
Matthew Morris (0000142013),301915,HOGAN LEARNING ACADEMY#,452760,HOGAN LEARNING ACADEMY,Fleetwood,73 Lyons Rd,PA,19522,"73 Lyons Rd Fleetwood, PA 19522",1430029,40.457704,-75.748791,K,Monday/Thursday,13,16,1.230769231,5.307692308,591.15,7684.95,270.8092308,3520.52,162.0,0.458105778,15
Martin Carberry (0000142016),242329,WAYNESBORO AREA SCHOOL DISTRIC,453081,FAIRVIEW ELEMENTARY SCHOOL,Waynesboro,220 Fairview Ave,PA,17268,"220 Fairview Ave Waynesboro, PA 17268",1430036,39.756141,-77.59029,L,Monday,9,11,1.222222222,1.888888889,1263.482222,11371.34,523.8111111,4714.3,84.0,0.41457735,12
Robert Diller (0000142017),239710,CONRAD WEISER SCHOOL DISTRICT,453620,CONRAD WEISER HIGH SCHOOL,Robesonia,44 Big Spring Rd,PA,19551,"44 Big Spring Rd Robesonia, PA 19551",1430027,40.348288,-76.119125,K,Tuesday,7,7,1.0,2.285714286,455.44,3188.08,133.3471429,933.43,27.0,0.292787508,24
Pete Annick (0000142010),241855,SOLANCO SCHOOL DISTRICT,453635,PROVIDENCE ELEM SCHOOL,New Providence,137 Truce Rd,PA,17560,"137 Truce Rd New Providence, PA 17560",1430025,39.91755,-76.207024,J,Tuesday/Friday,17,35,2.058823529,6.235294118,1470.024118,24990.41,465.5517647,7914.38,588.0,0.316696685,3
Pete Annick (0000142010),241855,SOLANCO SCHOOL DISTRICT,453636,QUARRYVILLE ELEM SCHOOL,Quarryville,211 S Hess St,PA,17566,"211 S Hess St Quarryville, PA 17566",1430025,39.893842,-76.15886,J,Tuesday/Friday,14,31,2.214285714,6.214285714,1141.447143,15980.26,329.6171429,4614.64,357.0,0.288771272,31
Pete Annick (0000142010),241855,SOLANCO SCHOOL DISTRICT,453637,SOLANCO HIGH SCHOOL,Quarryville,585 Solanco Rd,PA,17566,"585 Solanco Rd Quarryville, PA 17566",1430025,39.86693,-76.154253,J,Tuesday/Friday,14,25,1.785714286,10.14285714,3027.506429,42385.09,912.1707143,12770.39,1036.0,0.301294394,20
Pete Annick (0000142010),241855,SOLANCO SCHOOL DISTRICT,453638,SMITH MIDDLE SCHOOL,Quarryville,645 Kirkwood Pike,PA,17566,"645 Kirkwood Pike Quarryville, PA 17566",1430025,39.895315,-76.147138,J,Tuesday/Friday,18,32,1.777777778,4.777777778,974.5566667,17542.02,299.8844444,5397.92,355.0,0.307713707,23
Pete Annick (0000142010),241855,SOLANCO SCHOOL DISTRICT,453639,SWIFT MIDDLE SCHOOL,Quarryville,1866 Robert Fulton Hwy,PA,17566,"1866 Robert Fulton Hwy Quarryville, PA 17566",1430025,39.809622,-76.158494,J,Tuesday/Friday,16,31,1.9375,4.5625,930.010625,14880.17,292.368125,4677.89,265.0,0.314370736,23
Pete Annick (0000142010),241855,SOLANCO SCHOOL DISTRICT,453640,BART COLERAIN ELEM SCHOOL,Christiana,1336 Noble Rd,PA,17509,"1336 Noble Rd Christiana, PA 17509",1430025,39.88885,-76.07387,J,Tuesday/Friday,7,11,1.571428571,6.285714286,1911.841429,13382.89,587.8028571,4114.62,235.0,0.307453771,17
Pete Annick (0000142010),241855,SOLANCO SCHOOL DISTRICT,453641,CLERMONT ELEM SCHOOL,Quarryville,1868 Robert Fulton Hwy,PA,17566,"1868 Robert Fulton Hwy Quarryville, PA 17566",1430025,39.808578,-76.158298,J,Tuesday/Friday,12,24,2.0,6.666666667,1596.925833,19163.11,486.5725,5838.87,395.0,0.304693236,22
Tom McKevitt (0000143010),245821,Five Ponds Golf Club,454719,Five Ponds Golf Club,Warminster,1225 W Street Rd,PA,18974,"1225 W Street Rd Warminster, PA 18974",1430004,40.218816,-75.115174,A,Friday,10,11,1.1,3.4,443.967,4439.67,135.39,1353.9,72.0,0.304955098,24
Robert Diller (0000142017),302793,CC-EBENEZER GROCERIES,455042,EBENEZER GROCERIES,Ephrata,465 N Reading Rd,PA,17522,"465 N Reading Rd Ephrata, PA 17522",1430029,40.194043,-76.171972,K,Monday/Thursday,8,10,1.25,2.0,429.59375,3436.75,147.02,1176.16,59.0,0.342230305,24
Robert Diller (0000142017),239985,ENVIRONMENTAL CLEANING SOLUTIO,455107,ENVIRONMENTAL CLEANING,Lebanon,1490 S White Oak St,PA,17042,"1490 S White Oak St Lebanon, PA 17042",1430035,40.295612,-76.490623,P,Tuesday/Friday,9,14,1.555555556,3.0,671.57,6044.13,210.0933333,1890.84,153.0,0.312839069,15
Chris Gifuni (0000143020),304899,Eastern Camden County Regional,455119,Eastern High School,Voorhees,1401 Laurel Oak Rd,NJ,8043,"1401 Laurel Oak Rd Voorhees, NJ 08043",1430011,39.849523,-74.966871,A,Thursday,25,49,1.96,4.64,2726.7168,68167.92,888.8112,22220.28,1576.0,0.325963884,27
Leianne Krotec (0000143021),246237,Upper Dublin School District,455677,Sandy Run Middle School,DRESHER,520 TWINING RD,PA,19025,"520 TWINING RD DRESHER, PA 19025",1430013,40.127847,-75.169947,C,Monday/Thursday,9,14,1.555555556,1.666666667,1412.94,12716.46,552.7722222,4974.95,75.0,0.391221299,33
Tom McKevitt (0000143010),274068,Teledyne Judson Technologies,456118,Teledyne Judson Technologies,Montgomeryville,221 Commerce Dr,PA,18936,"221 Commerce Dr Montgomeryville, PA 18936",1430019,40.226613,-75.22756,C,Tuesday,9,10,1.111111111,5.666666667,657.1933333,5914.74,202.6388889,1823.75,111.0,0.308339842,15
Matthew Morris (0000142013),241312,OLEY VALLEY SCHOOL DISTRICT,456608,OLEY VALLEY ELEMENTARY SCHOOL,Oley,3257 Friedensburg Rd,PA,19547,"3257 Friedensburg Rd Oley, PA 19547",1430026,40.381201,-75.798646,K,Monday,9,13,1.444444444,3.444444444,3372.86,30355.74,1077.995556,9701.96,620.0,0.319608746,38
Chuck Lutes (0000143024),305162,BluePearl Veterinary Partners,456996,BluePearl Veterinary Partners,Levittown,301 Veterans Hwy,PA,19056,"301 Veterans Hwy Levittown, PA 19056",1430004,40.163959,-74.898772,A,Friday,8,8,1.0,1.125,132.75625,1062.05,38.5825,308.66,16.0,0.290626618,21
Martin Carberry (0000142016),307810,HR PHARMACEUTICALS INC#,457581,HR PHARMACEUTICALS INC,York,3630 Concord Rd,PA,17402,"3630 Concord Rd York, PA 17402",1430040,39.99122,-76.654877,L,Tuesday/Friday,17,17,1.0,1.764705882,364.8005882,6201.61,86.51411765,1470.74,94.0,0.237154545,24
Tom McKevitt (0000143010),307757,ELMA Electronic Inc.,457721,ELMA Electronic Inc.,Horsham,235 Gibraltar Rd,PA,19044,"235 Gibraltar Rd Horsham, PA 19044",1430004,40.17234,-75.13392,A,Friday,7,7,1.0,2.0,313.5528571,2194.87,84.53857143,591.77,48.0,0.269615057,36
Leianne Krotec (0000143021),244080,North Penn School District,458350,Hatfield Elementary School,Hatfield,1701 Fairgrounds Rd,PA,19440,"1701 Fairgrounds Rd Hatfield, PA 19440",1430019,40.279731,-75.306882,C,Tuesday,9,9,1.0,1.555555556,137.4022222,1236.62,62.85555556,565.7,22.0,0.457456616,21
Leianne Krotec (0000143021),244080,North Penn School District,458869,Nash Elementary School,Harleysville,1560 Liberty Bell Dr,PA,19438,"1560 Liberty Bell Dr Harleysville, PA 19438",1430015,40.235339,-75.347082,E,Tuesday/Friday,6,6,1.0,1.333333333,82.00666667,492.04,19.905,119.43,16.0,0.242724169,28
Chuck Lutes (0000143024),243238,County of Bucks,459054,Bucks County Justice Center,Doylestown,100 N Main St Fl 2,PA,18901,"100 N Main St Fl 2 Doylestown, PA 18901",1430003,40.312231,-75.131529,A,Tuesday,7,8,1.142857143,1.285714286,225.4571429,1578.2,100.9242857,706.47,30.0,0.447642884,0
Tom McKevitt (0000143010),310615,Workspace Property Trust LP,459965,Work Space Property Trust L.P,Horsham,110 Gibraltar Rd,PA,19044,"110 Gibraltar Rd Horsham, PA 19044",1430019,40.17137,-75.130989,C,Tuesday,6,9,1.5,3.5,990.2433333,5941.46,228.6116667,1371.67,134.0,0.230864131,23
Tom McKevitt (0000143010),310615,Workspace Property Trust LP,459978,Work Space Property Trust L.P,Horsham,5 Walnut Grove Dr,PA,19044,"5 Walnut Grove Dr Horsham, PA 19044",1430019,40.166903,-75.140625,C,Tuesday,6,11,1.833333333,3.5,1390.526667,8343.16,309.3983333,1856.39,138.0,0.222504423,33
Tom McKevitt (0000143010),310615,Workspace Property Trust LP,459982,Work Space Property Trust L.P,Horsham,100 Witmer Rd,PA,19044,"100 Witmer Rd Horsham, PA 19044",1430019,40.164539,-75.136464,C,Tuesday,11,12,1.090909091,2.818181818,1329.724545,14626.97,297.1127273,3268.24,258.0,0.223439304,33
Nick Misciagno (0000143017),243122,Central Baptist Church of Wayn,460002,Central Baptist Church of Wayn,Wayne,106 W Wayne Ave,PA,19087,"106 W Wayne Ave Wayne, PA 19087",1430002,40.0446,-75.38776,C,Friday,6,9,1.5,4.0,499.635,2997.81,197.39,1184.34,63.0,0.3950684,8
Martin Carberry (0000142016),240911,Littlestown Area School Distri,460014,Littlestown Area School Distri,Littlestown,116 Newark St,PA,17340,"116 Newark St Littlestown, PA 17340",1430039,39.750225,-77.090033,L,Thursday,8,13,1.625,4.125,2055.84,16446.72,780.3575,6242.86,213.0,0.379580853,26
Matthew Morris (0000142013),310465,CAN CORPORATION OF AMERICA#,460390,CAN BERKS CORPORATION OF AMERI,Reading,3721 Pottsville Pike,PA,19605,"3721 Pottsville Pike Reading, PA 19605",1430029,40.39119,-75.93438,K,Monday/Thursday,14,21,1.5,5.071428571,682.355,9552.97,214.6364286,3004.91,286.0,0.314552438,15
Tom McKevitt (0000143010),245667,TruMark Financial,460766,TruMark Financial,Fort Washington,335 Commerce Dr,PA,19034,"335 Commerce Dr Fort Washington, PA 19034",1430013,40.13471,-75.198196,C,Monday/Thursday,7,9,1.285714286,5.142857143,1144.401429,8010.81,276.8914286,1938.24,233.0,0.241953061,31
Matthew Morris (0000142013),308805,HIGH POINT BAPTIST CHAPEL,461409,HIGH POINT BAPTIST CAMP,Birdsboro,200 Chapel Rd,PA,19508,"200 Chapel Rd Birdsboro, PA 19508",1430016,40.20847,-75.851823,C,Wednesday,7,9,1.285714286,6.285714286,1474.38,10320.66,606.1657143,4243.16,193.0,0.411132621,3
Leianne Krotec (0000143021),244080,North Penn School District,461667,A.M. Kulp Elementary School,Hatfield,801 Cowpath Rd,PA,19440,"801 Cowpath Rd Hatfield, PA 19440",1430019,40.266975,-75.277696,C,Tuesday,6,6,1.0,1.666666667,197.7616667,1186.57,66.36333333,398.18,20.0,0.33557228,0
Leianne Krotec (0000143021),246237,Upper Dublin School District,462025,Thomas Fitzwater Elem School,WILLOW GROVE,30 School Ln,PA,19090,"30 School Ln WILLOW GROVE, PA 19090",1430004,40.14154,-75.14492,A,Friday,9,11,1.222222222,2.777777778,1329.632222,11966.69,523.2422222,4709.18,160.0,0.393524024,33
Lancaster Office (0000142002),240900,LITITZ REC CENTER,462866,LITITZ REC CENTER,Lititz,201 Rock Lititz Blvd Ste 10,PA,17543,"201 Rock Lititz Blvd Ste 10 Lititz, PA 17543",1430024,40.17538,-76.31323,J,Monday/Thursday,6,6,1.0,1.666666667,107.4583333,644.75,57.11333333,342.68,37.0,0.531492827,21
Chris Gifuni (0000143020),244674,Medford Township Public School,463491,Milton H Allen School,Medford,24 Allen Ave,NJ,8055,"24 Allen Ave Medford, NJ 08055",1430011,39.897833,-74.827474,A,Thursday,24,35,1.458333333,4.125,511.3854167,12273.25,170.7658333,4098.38,213.0,0.333927851,8
David Smith (0000143023),315233,MOT Charter High School,463704,MOT Charter High School,MIDDLETOWN,1275 Cedar Lane Rd,DE,19709,"1275 Cedar Lane Rd MIDDLETOWN, DE 19709",1430018,39.499935,-75.691752,D,Thursday,17,21,1.235294118,1.705882353,1155.124706,19637.12,373.9870588,6357.78,161.0,0.323763362,31
Robert Diller (0000142017),239354,BOROUGH OF EPHRATA,463788,EPHRATA BOROUGH PARKS,Ephrata,35 E Fulton St,PA,17522,"35 E Fulton St Ephrata, PA 17522",1430029,40.17618,-76.17993,K,Monday/Thursday,12,13,1.083333333,2.083333333,305.5616667,3666.74,103.26,1239.12,76.0,0.337935059,36
Tom McKevitt (0000143010),310615,Workspace Property Trust LP,463918,Workspace Property Trust Thera,Horsham,555 Business Center Dr,PA,19044,"555 Business Center Dr Horsham, PA 19044",1430019,40.168984,-75.14971,C,Tuesday,7,9,1.285714286,3.0,294.7942857,2063.56,60.55714286,423.9,41.0,0.205421698,36
Pete Annick (0000142010),242183,TURKEY HILL DAIRY WK#-Plant,464042,TURKEY HILL - REFRIGERATED WHS,Conestoga,2601 River Rd,PA,17516,"2601 River Rd Conestoga, PA 17516",1430025,39.960667,-76.447085,J,Tuesday/Friday,26,51,1.961538462,9.307692308,1169.446154,30405.6,372.7807692,9692.3,598.0,0.318766938,31
Wood Floor Contractors (0000143025),315622,R B Myers Co LLC CONTRACTOR Ac,464105,R B Myers Co LLC,Lawrenceville,161 Millerick Ave,NJ,8648,"161 Millerick Ave Lawrenceville, NJ 08648",1430003,40.26582,-74.7378,A,Tuesday,6,8,1.333333333,2.666666667,2713.041667,16278.25,681.0066667,4086.04,197.0,0.25101224,27
Pete Annick (0000142010),239516,CENTRAL DAUPHIN SCHOOL#,464194,CENTRAL DAUPHIN EAST HIGH SCHO,Harrisburg,626 Rutherford Rd,PA,17109,"626 Rutherford Rd Harrisburg, PA 17109",1430035,40.284642,-76.799094,P,Tuesday/Friday,7,12,1.714285714,4.857142857,2797.77,19584.39,1173.107143,8211.75,183.0,0.41930078,27
Pete Annick (0000142010),239516,CENTRAL DAUPHIN SCHOOL#,464201,CENTRAL DAUPHIN EAST MIDDLE SC,Harrisburg,628 Rutherford Rd,PA,17109,"628 Rutherford Rd Harrisburg, PA 17109",1430035,40.28423,-76.80145,P,Tuesday/Friday,6,6,1.0,3.833333333,3106.463333,18638.78,1259.663333,7557.98,114.0,0.40549757,20
Pete Annick (0000142010),239516,CENTRAL DAUPHIN SCHOOL#,464202,CENTRAL DAUPHIN MIDDLE SCHOOL,Harrisburg,4600 Locust Ln,PA,17109,"4600 Locust Ln Harrisburg, PA 17109",1430035,40.293887,-76.810676,P,Tuesday/Friday,6,8,1.333333333,3.833333333,1598.428333,9590.57,628.6433333,3771.86,86.0,0.393288407,22
Matthew Morris (0000142013),316783,ENGINEERED MATERIALS SOLUTIONS,464463,ENGINEERED MATERIALS SOLUTIONS,Hamburg,600 Valley Rd,PA,19526,"600 Valley Rd Hamburg, PA 19526",1430023,40.570516,-75.956416,J,Wednesday,11,14,1.272727273,4.090909091,647.6163636,7123.78,162.4454545,1786.9,123.0,0.250835933,15
Matthew Morris (0000142013),316212,WITMANS CLEANING SERVICE LLC#,464836,WITMANS CLEANING SERVICE LLC,Laureldale,1107 ELIZABETH AVE - REAR,PA,19605,"1107 ELIZABETH AVE - REAR Laureldale, PA 19605",1430029,40.38845,-75.91738,K,Monday/Thursday,7,20,2.857142857,10.14285714,3271.304286,22899.13,1210.361429,8472.53,430.0,0.369993533,38
Mike Schlitter (0000142011),240723,LANC COUNTY BIBLE CHURCH#,464926,LANC COUNTY BIBLE BLOOMSBURG,Bloomsburg,2421 Columbia Blvd,PA,17815,"2421 Columbia Blvd Bloomsburg, PA 17815",1430033,41.013111,-76.414354,P,Wednesday,8,10,1.25,3.75,509.1975,4073.58,189.5925,1516.74,54.0,0.372335881,8
Chris Gifuni (0000143020),244674,Medford Township Public School,465027,Kirby's Mill Elementary School,Medford,151 Hartford Rd,NJ,8055,"151 Hartford Rd Medford, NJ 08055",1430011,39.904858,-74.849068,A,Thursday,19,22,1.157894737,5.473684211,628.6531579,11944.41,207.4415789,3941.39,215.0,0.329977789,15
Chris Gifuni (0000143020),244674,Medford Township Public School,465066,Cranberry Pine Elementary,Medford,400 Fairview Rd,NJ,8055,"400 Fairview Rd Medford, NJ 08055",1430011,39.854188,-74.84497,A,Thursday,23,34,1.47826087,4.434782609,624.6695652,14367.4,216.5795652,4981.33,275.0,0.346710609,15
Chris Gifuni (0000143020),244674,Medford Township Public School,465067,Taunton Forge,Medford,32 Evergreen Trl,NJ,8055,"32 Evergreen Trl Medford, NJ 08055",1430011,39.880584,-74.844005,A,Thursday,24,33,1.375,2.958333333,449.7220833,10793.33,154.86875,3716.85,222.0,0.344365455,24
Brian Deiling (0000142018),241797,SHIKELLAMY SCHOOL DISTRICT#,465579,OAKLYN ELEMENTARY SCHOOL,Sunbury,115 Oak St,PA,17801,"115 Oak St Sunbury, PA 17801",1430033,40.85731,-76.759294,P,Wednesday,8,10,1.25,3.0,2038.87625,16311.01,684.9425,5479.54,228.0,0.335941183,26
Brian Deiling (0000142018),241797,SHIKELLAMY SCHOOL DISTRICT#,465798,SHIKELLAMY SCHOOL - WHSE/MAINT,Sunbury,600 Walnut St,PA,17801,"600 Walnut St Sunbury, PA 17801",1430033,40.856399,-76.789415,P,Wednesday,7,8,1.142857143,1.285714286,905.5257143,6338.68,185.3057143,1297.14,113.0,0.204638821,6
Brian Deiling (0000142018),307804,RICHARD J CARON FOUNDATION - P,465969,CARON MED TREATMENT CENTERS,Wernersville,243 N Galen Hall Rd,PA,19565,"243 N Galen Hall Rd Wernersville, PA 19565",1430030,40.307782,-76.096751,K,Tuesday/Friday,17,25,1.470588235,2.764705882,575.3335294,9780.67,149.1605882,2535.73,188.0,0.259259335,8
Martin Carberry (0000142016),242001,YORK SUBURBAN SCHOOL DISTRICT,466115,EAST YORK ELEMENTARY,York,701 Erlen Dr,PA,17402,"701 Erlen Dr York, PA 17402",1430040,39.964401,-76.678921,L,Tuesday/Friday,8,8,1.0,3.375,479.5875,3836.7,195.89875,1567.19,75.0,0.408473428,8
Martin Carberry (0000142016),242001,YORK SUBURBAN SCHOOL DISTRICT,467002,VALLEY VIEW ELEMENTARY,York,850 Southern Rd,PA,17403,"850 Southern Rd York, PA 17403",1430040,39.948122,-76.695294,L,Tuesday/Friday,11,12,1.090909091,3.545454545,632.2472727,6954.72,258.6154545,2844.77,109.0,0.409041629,15
Martin Carberry (0000142016),242001,YORK SUBURBAN SCHOOL DISTRICT,467004,YORK SUBURBAN MIDDLE SCHOOL,York,455 Sundale Dr,PA,17402,"455 Sundale Dr York, PA 17402",1430040,39.967341,-76.672015,L,Tuesday/Friday,7,7,1.0,2.0,587.8057143,4114.64,248.7014286,1740.91,32.0,0.423101413,15
